2015,12,8,2,1,0	0,5,9885,1,0,4264,0,5419,0,1,0,7,4,2,30984,0,5,0,3,1,5,8039,260,0,95,0,33,48,5,2,0,334,0,12919,319,950,2,0,30,0,28,22,6,2998,14,66,5109,14,173,58,5606,2,20,0,1,0,16149,336,64943,1803,0,1313,0,12,26,1248,0,557,9,1,17,30,0,7,0,7127,13,2,0,393,7,7,3842,1343,50202,1,8833,19,2,974,25531,6391,2,0,0,2,0,952,11,83,326,18,70,0,3,31521,0,0,670,12020,0,2241,0,13,1,0,0,6,0,0,20,5,0,1,19,22104,817,0,4673
2015,12,9,2,1,0	0,1,10898,0,0,4419,2,5432,0,0,0,4,1,2,31353,1,6,0,4,0,1,8532,271,1,72,0,33,42,14,0,0,335,0,13186,300,897,5,0,14,0,5,14,1,3006,13,49,5330,14,179,26,5465,3,6,0,2,2,17258,287,65052,1683,0,1340,0,8,22,1226,0,582,3,2,15,25,0,4,0,7557,10,0,0,432,4,10,3928,1407,53271,5,9328,29,4,959,26191,7122,0,0,1,2,0,987,10,82,321,41,79,0,0,32134,0,0,595,10750,0,2177,0,36,3,2,0,33,0,2,16,13,0,0,15,22062,749,0,4917
2015,12,4,2,1,0	0,3,14200,2,0,4407,3,5469,0,0,0,8,1,5,35812,0,2,0,6,0,1,8137,311,0,102,0,43,37,25,0,0,427,0,14113,305,1064,2,0,16,0,2,34,0,3680,53,51,5280,15,215,34,5657,3,24,0,3,1,19333,382,67656,2007,0,1794,1,28,25,1457,0,679,5,6,19,66,0,8,0,7636,13,0,0,484,5,13,4683,1704,60522,3,9900,21,14,1149,27742,8861,3,0,1,3,0,1437,15,106,434,30,105,0,5,35567,0,0,855,12387,0,2557,1,42,2,2,4,12,0,5,9,6,0,0,15,22719,1166,0,4837
2015,12,5,2,1,0	4,12,23041,2,0,4306,3,4271,1,0,0,6,4,6,37430,1,13,0,9,0,1,9173,299,0,111,0,36,72,23,6,0,691,0,13526,389,1254,6,0,32,1,7,28,5,4906,33,62,2312,20,413,55,5808,11,46,0,1,2,24530,580,62986,1889,0,1966,0,17,25,2788,0,692,7,4,23,67,0,25,0,7686,16,3,0,795,5,5,4427,2255,59317,8,9786,23,2,1485,29505,14556,8,0,1,7,0,1824,31,127,385,38,227,0,2,38491,0,0,1359,13516,0,2610,0,38,7,1,1,14,0,0,40,15,0,0,43,21987,1202,0,1827
2015,12,6,2,1,0	1,10,19449,6,0,3155,2,3813,1,0,0,2,2,8,30050,3,14,0,8,0,0,7687,326,0,108,0,33,63,18,4,0,541,0,11064,342,901,4,0,17,2,7,31,2,4113,31,54,5081,20,348,37,5081,7,27,0,1,1,19709,539,56749,1619,0,1795,1,13,27,2676,0,691,6,8,18,54,0,34,0,6053,17,1,0,547,5,4,3520,2258,48673,2,7233,37,3,1235,26480,13330,2,0,2,0,0,1507,41,125,380,61,205,0,4,33234,1,0,1210,11983,0,2274,2,42,7,0,3,9,0,0,18,13,0,0,30,21742,1116,0,4496
2015,12,7,2,1,0	0,3,8296,2,0,3987,0,5278,0,1,0,4,2,3,27989,1,4,0,3,0,3,7152,247,1,69,0,24,30,6,0,0,255,0,12833,255,777,5,0,5,0,8,15,3,2537,9,63,5971,12,148,30,5271,4,15,0,1,2,14788,241,65891,1664,0,1230,0,14,26,949,0,504,2,3,16,27,0,23,0,6328,10,0,0,383,3,14,3685,1353,52317,1,8238,26,3,874,23473,5071,0,0,1,2,0,929,12,70,277,40,75,0,2,29277,0,0,519,11619,0,2020,2,35,4,0,1,6,0,0,12,8,0,0,16,22718,764,0,5502
2015,12,1,2,1,0	0,3,9276,2,0,3974,2,5468,0,0,0,5,22,0,29135,0,1,0,3,1,3,7006,256,0,77,0,28,44,14,0,0,293,0,12968,270,815,5,0,17,0,5,22,1,2464,17,42,5407,20,189,31,5192,5,30,0,3,1,15257,295,63516,1919,0,1645,0,9,27,1131,0,598,1,2,12,29,0,1,0,6211,13,0,0,415,0,5,3880,1332,54639,1,8214,23,4,997,23040,5388,2,0,0,2,0,824,10,74,353,37,61,0,6,31956,0,0,616,10754,0,2347,0,28,3,1,1,6,0,3,12,6,0,0,20,21244,887,0,5031
2015,12,2,2,1,0	0,4,9906,0,0,4102,0,5393,0,0,0,1,24,1,30203,0,5,0,2,0,1,7465,280,0,71,0,32,42,10,2,0,372,0,13161,288,899,2,0,10,0,2,19,2,2609,12,39,5394,13,163,40,5021,8,28,0,3,0,15892,357,62598,1712,0,1339,0,11,43,1176,0,547,4,1,12,39,0,2,0,6758,8,0,0,480,3,10,4068,1295,54315,1,8871,9,14,953,24869,6192,0,0,0,1,0,887,9,89,333,35,65,0,4,30719,0,0,729,11477,0,2291,1,42,2,1,3,10,0,2,17,8,0,0,22,22126,869,0,5026
2015,12,3,2,1,0	0,5,10937,2,0,4279,2,5823,0,0,0,4,1,2,32420,1,3,0,3,1,3,7722,327,1,86,0,36,39,13,0,0,343,0,14437,339,936,1,0,10,0,2,13,7,3127,10,40,5674,13,194,33,5595,2,26,0,2,1,16495,310,70786,1979,0,1644,0,12,26,1314,0,618,2,4,14,38,0,33,0,7269,14,0,0,446,4,5,4504,1564,59035,2,9753,21,2,1064,26245,7151,2,0,0,0,0,1083,10,121,400,48,95,0,1,34993,0,0,701,11994,0,2334,0,32,6,0,2,16,0,1,28,9,0,0,38,22495,979,0,5249
2015,12,30,2,1,0	0,8,12055,2,0,3011,0,2941,0,1,0,4,27,0,24916,0,5,0,2,0,3,5861,280,0,98,0,42,32,13,4,0,250,0,10350,195,726,5,0,21,0,8,25,1,2651,10,48,4651,19,227,36,4076,1,5,0,3,1,14331,238,48305,1055,0,1341,1,12,30,1344,0,530,3,8,20,21,1,1,0,4191,23,4,0,333,3,8,3245,1614,42810,5,6799,22,5,962,19811,6932,7,0,0,2,0,1087,13,94,314,56,104,0,5,28236,0,0,595,9359,0,1866,1,42,6,1,0,9,0,0,14,5,0,0,27,19801,823,0,4201
