2015,2,18,2,1,0	2,1,11804,1,0,4112,5,5599,0,0,0,18,2,2,34478,0,9,0,7,0,2,9394,353,0,96,0,31,40,22,2,0,385,0,15353,359,1062,3,0,14,1,5,14,3,3549,14,51,4289,11,233,34,5780,6,5,0,5,2,18851,367,76302,2192,0,1665,0,19,36,1834,0,635,5,0,10,57,0,2,0,7485,7,1,0,518,4,5,4647,1860,59875,1,9562,36,3,1193,29764,7420,0,0,0,3,0,1361,11,127,424,17,89,1,7,35229,0,0,823,12303,0,2549,0,30,4,1,2,7,0,0,21,15,0,1,35,25075,1061,0,2936
2015,2,19,2,1,0	0,3,14351,2,0,4382,5,6347,0,0,0,3,3,5,38030,0,12,0,7,1,4,10137,286,0,116,0,33,45,19,3,0,488,0,16559,424,1144,3,0,17,0,7,25,2,3904,15,43,4317,10,303,26,6130,5,13,0,3,2,20983,454,79323,2907,0,1900,0,28,60,2129,0,811,10,2,7,34,0,2,0,8503,16,0,0,612,5,6,5129,1930,66931,10,10347,38,4,1415,32747,9163,1,0,3,7,1,1706,15,124,516,18,117,0,2,39271,0,0,1131,13165,0,2860,0,36,5,1,1,9,0,1,40,5,0,0,31,25924,1150,0,3075
2015,2,14,2,1,0	1,11,25615,3,0,3442,6,3205,2,0,0,7,5,4,39623,2,18,0,14,1,2,11026,551,0,205,0,46,73,39,6,0,794,0,13317,491,1392,7,0,18,10,19,15,1,5527,50,54,2274,36,774,62,5402,11,19,1,7,4,27301,846,71456,2302,0,3199,1,30,95,4540,0,1107,13,22,16,73,1,5,0,7849,12,8,0,800,22,6,4519,5060,55460,3,10117,72,14,2156,36408,17812,7,0,1,5,0,2092,41,300,729,46,388,0,0,40454,0,0,2330,18392,0,3118,4,47,10,7,2,21,0,1,34,28,0,1,65,25434,1883,0,1207
2015,2,15,2,1,0	1,11,24272,6,0,3074,5,2713,1,0,0,5,6,11,35324,2,23,0,6,1,3,9930,505,0,199,0,57,81,25,6,0,734,0,11446,378,1335,14,0,28,4,20,32,2,4841,44,81,3342,22,845,62,4833,8,14,0,6,4,24543,930,67324,2117,0,2891,0,25,43,4769,0,1067,18,24,14,85,1,0,0,6802,28,15,0,819,14,11,3672,3912,46590,5,8493,58,14,1659,34455,16686,7,0,0,9,0,1995,49,265,695,52,397,0,5,36341,0,0,2490,18722,0,2577,1,62,9,2,8,35,0,0,39,19,0,0,79,23601,1536,1,2051
2015,2,16,2,1,0	0,26,13921,4,0,2659,2,3238,0,0,0,4,2,13,28639,2,10,0,8,0,3,9412,364,0,134,0,66,48,17,13,1,452,0,12547,297,875,8,0,26,0,5,17,4,3464,16,30,5014,12,399,37,4941,9,16,0,6,2,18707,495,67462,1951,0,1774,0,18,26,2177,0,699,6,10,7,40,0,3,0,5741,12,10,1,480,2,11,3474,2600,47002,3,7434,32,5,1392,30013,8343,8,0,0,2,0,1513,24,171,379,37,141,0,2,34448,0,0,1196,14894,0,2028,0,32,3,1,4,3,0,0,27,14,0,0,27,27956,1061,0,3635
2015,2,17,2,1,0	1,5,9811,6,0,3522,1,3881,0,0,0,3,1,4,29715,0,7,0,3,0,2,8583,415,0,105,0,35,47,14,3,0,406,0,14382,353,1039,7,0,24,1,4,21,2,2911,26,46,4362,7,254,34,4709,3,49,0,8,2,16175,393,74494,2036,0,1633,0,24,31,1549,0,653,6,4,35,49,1,1,0,6870,15,1,0,529,2,1,3950,1934,48772,0,8421,25,3,1208,26400,6596,2,0,0,4,0,1158,11,160,373,23,79,0,1,29374,0,0,919,13358,0,2162,0,38,2,2,2,3,0,1,36,14,0,0,39,23606,1055,0,3039
2015,2,10,2,1,0	0,5,10645,27,0,4150,3,5881,0,0,0,5,1,2,33608,0,14,0,6,0,2,9254,379,0,113,0,29,53,12,3,0,387,0,15655,364,1056,2,0,15,1,10,21,2,3102,11,58,3850,8,200,45,5683,4,9,0,4,1,17737,337,75617,2364,0,1784,0,13,64,1429,1,730,6,6,6,46,0,1,0,7563,12,3,0,586,2,14,4532,1937,60410,3,9257,18,6,1252,28563,6782,4,0,0,0,0,996,14,132,444,22,74,0,1,34100,0,0,806,10949,0,2760,1,40,2,2,2,4,0,1,18,10,0,0,30,23683,1199,0,2634
2015,2,11,2,1,0	0,19,12423,3,0,4283,4,6074,0,0,0,8,2,4,35842,0,7,0,5,0,3,9494,296,0,127,0,30,48,10,3,0,404,0,16485,432,1168,2,0,16,0,3,18,7,3358,11,66,3796,26,249,30,5869,5,19,0,4,1,19561,390,77790,2360,0,1842,0,20,30,1894,0,713,5,7,8,49,0,1,0,7968,15,1,0,597,2,6,5042,1813,61678,0,9891,25,5,1232,30539,7687,3,0,0,1,0,1005,15,145,401,25,90,0,1,35838,0,0,933,12024,0,2896,1,35,2,3,2,6,0,0,26,12,0,0,50,24674,1217,0,2621
2015,2,12,2,1,0	1,5,14202,1,0,4343,1,6016,1,0,0,7,1,3,36048,2,9,0,9,0,3,10010,312,0,132,0,39,28,24,3,0,462,0,16592,385,1101,5,0,12,0,6,22,6,3924,22,58,4492,13,226,50,5855,6,3,0,4,4,19297,423,77103,2672,0,2033,0,22,57,1944,0,710,6,11,12,45,0,0,0,8496,9,3,0,612,3,5,5034,1962,62204,3,10377,33,9,1304,32493,8928,4,0,1,2,0,1131,11,132,470,35,101,0,12,39246,0,0,1022,13675,0,2819,2,33,4,1,0,7,0,1,43,9,0,0,37,24798,1306,0,3231
2015,2,13,2,1,0	0,5,18005,7,0,4430,3,5284,0,0,0,4,7,10,38508,3,11,0,11,0,4,9917,412,0,198,0,76,58,26,5,0,681,0,15167,561,1481,11,0,18,2,13,23,1,4155,21,63,4392,14,460,44,5672,9,21,0,4,18,21717,691,70426,3155,0,3342,0,31,62,2937,0,1218,13,16,22,75,1,1,0,8512,15,3,0,908,20,12,5117,2564,62319,9,10032,51,12,1726,33403,11076,4,0,1,1,0,1368,24,184,709,42,202,1,16,40779,0,0,1679,16218,0,3829,1,64,12,2,1,16,0,1,46,13,0,0,76,23900,1959,1,3213
